Date,Area,Equipment,Driving End Temp,Driven End Temp,RMS Velocity (mm/s),Peak Acceleration (g),Displacement (µm),Oil Level,Abnormal Sound,Leakage,Observation,Is Running
2024-03-18,Reaction,3-K-101-B,58.6,31.1,0.6,3.29,123.9,Normal,Yes,No,Needs Attention,True
2024-03-18,Reaction,3-K-301-A,49.0,64.5,4.4,0.06,237.4,Normal,Yes,No,Slight Noise,True
2024-03-18,Reaction,3-K-301-B,61.1,43.8,0.7,1.07,267.4,Normal,Yes,No,Normal,False
2024-03-20,Distillation,3-P-901-A,42.3,67.7,5.3,2.11,709.3,Normal,Yes,Yes,Normal,False
2024-03-20,Distillation,3-P-901-B,53.1,31.0,5.5,1.03,966.0,High,Yes,No,Needs Attention,False
2024-03-20,Distillation,3-P-902-A,34.9,60.0,5.9,3.47,870.7,High,Yes,Yes,Slight Noise,True
2024-03-20,Distillation,3-P-902-B,36.4,44.7,4.7,4.01,728.5,High,Yes,Yes,Normal,True
2024-03-20,Distillation,3-P-903-A,76.9,69.1,0.1,1.48,476.2,High,No,Yes,Slight Noise,False
2024-03-20,Distillation,3-P-903-B,34.7,37.1,0.5,1.77,240.0,Low,Yes,No,Slight Noise,False
2024-03-20,Distillation,3-P-903-C,65.7,31.9,0.7,2.68,462.1,Normal,No,No,Normal,True
2024-03-20,Distillation,3-P-904-A,43.3,62.5,4.0,1.5,174.0,Low,Yes,Yes,Slight Noise,True
2024-03-20,Distillation,3-P-904-B,67.3,57.1,3.2,3.07,888.1,Normal,No,No,Needs Attention,False
2024-03-20,Distillation,3-P-905-A,52.2,57.5,1.9,0.12,349.4,Normal,Yes,No,Normal,True
2024-03-20,Distillation,3-P-905-B,59.3,46.7,2.0,2.96,59.0,High,No,Yes,Needs Attention,True
2024-03-20,Distillation,3-P-906-A,67.2,64.8,2.8,3.63,195.2,Low,Yes,Yes,Slight Noise,False
2024-03-20,Distillation,3-P-906-B,71.2,40.8,3.8,1.18,697.9,Normal,No,No,Normal,True
2024-03-20,Distillation,3-P-907-A,36.1,52.8,4.5,4.07,74.6,High,Yes,No,Normal,True
2024-03-20,Distillation,3-P-907-B,52.3,62.0,3.9,4.76,965.5,Low,Yes,Yes,Needs Attention,False
2024-03-22,Finishing,3-P-501-A,51.9,47.5,5.6,4.05,376.6,High,Yes,No,Needs Attention,False
2024-03-22,Finishing,3-P-501-B,79.5,42.3,5.3,1.15,7.2,High,No,No,Normal,True
2024-03-22,Finishing,3-P-502-A,51.1,39.5,1.6,1.32,266.1,Normal,Yes,No,Slight Noise,True
2024-03-22,Finishing,3-P-502-B,40.4,77.5,2.7,4.17,914.9,Normal,Yes,No,Needs Attention,True
2024-03-22,Finishing,3-P-503-A,59.2,64.3,0.7,1.53,568.2,Normal,No,Yes,Normal,False
2024-03-22,Finishing,3-P-503-B,70.0,36.3,1.1,4.58,170.8,High,Yes,No,Normal,True
2024-03-22,Finishing,3-P-504-A,71.2,66.4,2.3,4.23,666.1,Normal,Yes,Yes,Needs Attention,True
2024-03-22,Finishing,3-P-504-B,71.9,61.7,3.1,3.77,169.0,Low,Yes,No,Normal,False
2024-03-22,Finishing,3-P-601-A,41.4,66.7,3.7,4.84,343.3,Low,Yes,Yes,Needs Attention,False
2024-03-22,Finishing,3-P-601-B,45.0,39.5,4.4,3.9,108.1,High,Yes,Yes,Slight Noise,False
2024-03-23,Butene,2-P-2101-A,63.3,30.7,5.4,4.7,833.1,Normal,Yes,Yes,Needs Attention,False
2024-03-23,Butene,2-P-2101-B,46.2,50.4,0.8,1.74,965.7,Normal,No,No,Slight Noise,False
2024-03-23,Butene,2-P-2301-A,66.3,65.9,3.4,0.67,447.2,High,Yes,Yes,Slight Noise,True
2024-03-23,Butene,2-P-2301-B,43.2,71.1,1.4,2.13,929.3,High,Yes,No,Normal,True
2024-03-23,Butene,2-P-2302-A,63.5,43.3,3.5,1.14,382.8,High,No,Yes,Slight Noise,False
2024-03-23,Butene,2-P-2302-B,61.4,56.1,2.0,3.24,688.5,Low,No,Yes,Normal,False
2024-03-23,Butene,2-P-2306-A,47.9,34.6,5.2,3.18,575.9,Low,Yes,No,Slight Noise,True
2024-03-23,Butene,2-P-2306-B,78.9,71.9,1.9,3.29,94.2,Normal,Yes,Yes,Normal,False
2024-03-25,Reaction,3-P-101,42.3,40.0,0.4,1.18,452.2,Normal,No,Yes,Needs Attention,True
2024-03-25,Reaction,3-P-102-A,30.3,35.7,1.1,1.19,752.1,High,No,No,Normal,False
2024-03-25,Reaction,3-P-102-B,33.6,37.6,0.2,0.65,479.9,Normal,No,Yes,Needs Attention,True
2024-03-25,Reaction,3-P-103-A,31.7,51.3,0.2,4.13,277.7,Normal,Yes,Yes,Normal,False
2024-03-25,Reaction,3-P-103-B,33.2,61.3,2.7,0.62,460.3,Normal,Yes,Yes,Slight Noise,False
2024-03-25,Reaction,3-P-201,71.8,50.7,3.1,1.5,564.7,Normal,Yes,Yes,Needs Attention,False
2024-03-25,Reaction,3-P-202,64.8,53.1,4.6,0.39,411.6,Low,Yes,No,Normal,False
2024-03-25,Reaction,3-P-203,71.3,39.4,0.9,4.5,561.0,Normal,Yes,No,Needs Attention,False
2024-03-25,Reaction,3-P-204,74.8,60.1,5.9,4.93,130.7,Low,No,No,Needs Attention,False
2024-03-25,Reaction,3-P-205,71.4,55.1,0.5,3.71,44.0,Normal,No,Yes,Normal,True
2024-03-25,Reaction,3-P-206,38.5,47.7,1.5,2.24,629.5,Low,No,No,Normal,False
2024-03-25,Reaction,3-P-208,56.8,78.3,0.3,3.88,378.4,Normal,No,Yes,Slight Noise,True
2024-03-25,Reaction,3-P-209,30.6,39.3,0.4,1.27,540.4,Low,Yes,Yes,Needs Attention,False
2024-03-25,Reaction,3-P-301-A,60.5,59.4,3.5,0.41,10.1,High,No,Yes,Normal,True
2024-03-25,Reaction,3-P-301-B,51.5,75.2,1.4,2.9,860.9,High,Yes,Yes,Normal,True
2024-03-25,Reaction,3-P-301-C,32.1,33.1,5.8,4.75,941.7,High,No,No,Slight Noise,True
2024-03-25,Reaction,3-K-101-A,70.9,44.8,1.9,3.32,907.0,High,No,Yes,Needs Attention,False
2024-03-25,Reaction,3-K-101-B,53.3,34.6,2.4,0.45,405.0,Low,No,No,Needs Attention,False
2024-03-25,Reaction,3-K-301-A,41.0,70.7,0.5,2.98,876.3,Normal,Yes,Yes,Normal,True
2024-03-25,Reaction,3-K-301-B,45.7,32.7,5.2,1.73,364.7,High,No,Yes,Needs Attention,True
2024-03-27,Distillation,3-P-901-A,68.6,68.7,1.3,1.88,226.2,Low,Yes,Yes,Normal,False
2024-03-27,Distillation,3-P-901-B,31.7,56.7,3.8,3.58,121.8,Normal,No,Yes,Needs Attention,True
2024-03-27,Distillation,3-P-902-A,34.7,51.5,3.8,3.66,418.8,High,Yes,No,Needs Attention,True
2024-03-27,Distillation,3-P-902-B,52.1,71.2,3.7,2.1,815.1,Low,No,No,Needs Attention,True
2024-03-27,Distillation,3-P-903-A,43.1,36.8,3.8,1.64,921.1,Normal,Yes,No,Needs Attention,False
2024-03-27,Distillation,3-P-903-B,32.7,62.6,4.8,3.05,127.9,High,No,Yes,Slight Noise,False
2024-03-27,Distillation,3-P-903-C,61.6,54.8,2.2,1.08,953.2,Low,Yes,No,Needs Attention,True
2024-03-27,Distillation,3-P-904-A,60.5,39.3,5.8,4.71,846.4,Normal,No,No,Slight Noise,False
2024-03-27,Distillation,3-P-904-B,70.9,71.5,2.9,4.04,152.4,Normal,Yes,Yes,Slight Noise,True
2024-03-27,Distillation,3-P-905-A,63.1,64.3,0.7,2.19,695.2,High,No,No,Normal,False
2024-03-27,Distillation,3-P-905-B,53.9,63.8,5.9,4.94,986.4,High,No,Yes,Slight Noise,True
2024-03-27,Distillation,3-P-906-A,60.1,35.4,1.5,4.0,730.6,High,Yes,No,Slight Noise,True
2024-03-27,Distillation,3-P-906-B,65.4,60.6,0.4,3.89,724.7,Normal,No,No,Slight Noise,False
2024-03-27,Distillation,3-P-907-A,63.5,49.4,3.4,0.41,974.5,Low,Yes,Yes,Needs Attention,True
2024-03-27,Distillation,3-P-907-B,57.7,49.9,5.3,1.28,246.5,Low,No,No,Slight Noise,False
2024-03-29,Finishing,3-P-501-A,40.1,52.9,2.0,1.22,879.8,High,No,No,Needs Attention,True
2024-03-29,Finishing,3-P-501-B,69.9,58.1,0.7,1.56,305.4,High,Yes,No,Slight Noise,True
2024-03-29,Finishing,3-P-502-A,36.0,72.2,4.3,3.18,185.0,Normal,Yes,Yes,Needs Attention,False
2024-03-29,Finishing,3-P-502-B,60.1,58.2,5.6,0.83,532.3,High,No,No,Needs Attention,True
2024-03-29,Finishing,3-P-503-A,79.0,46.6,1.5,4.93,967.2,Low,Yes,No,Slight Noise,True
2024-03-29,Finishing,3-P-503-B,56.9,44.2,4.8,2.95,107.1,High,No,No,Needs Attention,False
2024-03-29,Finishing,3-P-504-A,33.9,57.9,4.3,1.06,792.6,Low,No,No,Normal,True
2024-03-29,Finishing,3-P-504-B,41.5,37.2,0.9,2.86,279.8,High,No,Yes,Normal,False
2024-03-29,Finishing,3-P-601-A,72.6,69.7,2.5,4.17,835.9,High,Yes,No,Normal,False
2024-03-29,Finishing,3-P-601-B,36.0,59.2,1.0,0.47,310.3,Low,No,Yes,Normal,True
2024-03-30,Butene,2-P-2101-A,53.0,79.3,4.0,1.49,848.6,Normal,Yes,Yes,Slight Noise,False
2024-03-30,Butene,2-P-2101-B,38.6,65.3,2.5,0.53,478.9,Low,Yes,Yes,Slight Noise,True
2024-03-30,Butene,2-P-2301-A,39.9,66.9,0.4,4.57,297.1,High,Yes,No,Slight Noise,False
2024-03-30,Butene,2-P-2301-B,79.5,51.0,2.5,0.66,802.1,Normal,Yes,No,Slight Noise,True
2024-03-30,Butene,2-P-2302-A,65.3,47.6,5.1,4.61,445.0,Normal,No,Yes,Normal,False
2024-03-30,Butene,2-P-2302-B,60.0,50.4,1.9,1.13,97.2,High,No,Yes,Slight Noise,False
2024-03-30,Butene,2-P-2306-A,58.5,60.3,2.7,4.83,559.8,Low,No,No,Needs Attention,True
2024-03-30,Butene,2-P-2306-B,35.4,69.3,5.6,2.51,127.3,High,No,Yes,Slight Noise,False
2024-04-01,Reaction,3-P-101,43.3,59.9,5.7,3.68,33.8,Normal,No,Yes,Needs Attention,True
2024-04-01,Reaction,3-P-102-A,68.7,79.2,0.9,0.91,396.1,Normal,No,No,Needs Attention,True
2024-04-01,Reaction,3-P-102-B,41.0,74.9,0.3,1.1,448.1,Low,No,No,Normal,True
2024-04-01,Reaction,3-P-103-A,45.4,59.2,0.0,2.26,500.5,Low,No,No,Slight Noise,True
2024-04-01,Reaction,3-P-103-B,70.1,59.4,3.0,4.79,753.7,Low,Yes,No,Slight Noise,True
2024-04-01,Reaction,3-P-201,45.0,47.5,3.0,4.7,795.7,Normal,No,Yes,Slight Noise,True
2024-04-01,Reaction,3-P-202,50.3,37.8,1.2,4.99,935.9,High,No,No,Needs Attention,False
2024-04-01,Reaction,3-P-203,66.7,74.9,0.4,3.81,54.7,Low,No,Yes,Normal,True
2024-04-01,Reaction,3-P-204,31.9,73.7,1.5,1.9,66.5,High,Yes,Yes,Slight Noise,False
2024-04-01,Reaction,3-P-205,54.4,41.1,2.2,4.34,732.3,Low,No,No,Needs Attention,True
2024-04-01,Reaction,3-P-206,73.1,48.7,5.0,3.75,467.8,High,No,No,Needs Attention,True
2024-04-01,Reaction,3-P-208,73.4,69.7,5.4,0.06,339.7,Low,Yes,Yes,Slight Noise,False
2024-04-01,Reaction,3-P-209,47.8,63.9,0.6,4.02,880.1,Low,Yes,No,Slight Noise,False
2024-04-01,Reaction,3-P-301-A,62.6,78.8,4.4,3.86,987.0,Normal,Yes,No,Normal,True
2024-04-01,Reaction,3-P-301-B,77.6,42.5,3.0,4.76,965.8,Normal,Yes,Yes,Normal,True
2024-04-01,Reaction,3-P-301-C,34.6,34.7,4.7,0.91,566.7,High,No,Yes,Normal,True
2024-04-01,Reaction,3-K-101-A,66.1,62.7,3.1,3.73,959.2,Normal,No,Yes,Needs Attention,True
2024-04-01,Reaction,3-K-101-B,74.5,50.9,5.4,0.93,923.9,Normal,Yes,No,Needs Attention,False
2024-04-01,Reaction,3-K-301-A,41.2,75.1,2.3,0.1,112.3,Normal,No,Yes,Needs Attention,True
2024-04-01,Reaction,3-K-301-B,61.5,68.0,3.3,3.52,328.4,High,No,Yes,Slight Noise,True
2024-04-03,Distillation,3-P-901-A,63.2,46.9,1.8,0.06,533.6,Low,Yes,Yes,Needs Attention,True
2024-04-03,Distillation,3-P-901-B,68.7,71.9,1.2,4.88,644.6,Low,Yes,No,Slight Noise,False
2024-04-03,Distillation,3-P-902-A,55.9,47.0,0.9,0.34,588.1,Low,No,No,Normal,True
2024-04-03,Distillation,3-P-902-B,75.4,61.3,2.2,3.52,456.2,Normal,Yes,Yes,Needs Attention,True
2024-04-03,Distillation,3-P-903-A,77.2,58.1,5.6,1.29,887.5,Normal,Yes,No,Needs Attention,False
2024-04-03,Distillation,3-P-903-B,53.4,60.2,2.4,2.09,856.6,Normal,Yes,No,Needs Attention,True
2024-04-03,Distillation,3-P-903-C,53.5,61.1,3.5,0.41,916.9,Low,No,Yes,Slight Noise,True
2024-04-03,Distillation,3-P-904-A,56.4,62.3,4.5,2.15,312.3,Low,Yes,Yes,Normal,True
2024-04-03,Distillation,3-P-904-B,52.1,55.9,1.4,2.12,373.6,High,Yes,Yes,Normal,True
2024-04-03,Distillation,3-P-905-A,63.1,45.1,4.7,0.96,668.6,Low,No,Yes,Slight Noise,False
2024-04-03,Distillation,3-P-905-B,73.9,71.7,0.6,0.78,346.5,Normal,Yes,No,Normal,False
2024-04-03,Distillation,3-P-906-A,63.5,62.4,2.1,3.16,865.8,Normal,No,No,Slight Noise,False
2024-04-03,Distillation,3-P-906-B,77.4,63.3,3.0,4.37,802.9,Normal,Yes,Yes,Needs Attention,False
2024-04-03,Distillation,3-P-907-A,54.6,44.7,4.9,2.48,445.3,Low,No,No,Slight Noise,True
2024-04-03,Distillation,3-P-907-B,51.4,58.5,3.2,2.23,864.6,Low,No,No,Normal,False
2024-04-05,Finishing,3-P-501-A,34.2,46.5,5.0,1.1,42.7,High,No,No,Needs Attention,True
2024-04-05,Finishing,3-P-501-B,30.1,64.4,1.2,4.86,369.9,Normal,Yes,Yes,Slight Noise,False
2024-04-05,Finishing,3-P-502-A,30.2,77.7,2.0,1.1,933.9,High,No,No,Slight Noise,True
2024-04-05,Finishing,3-P-502-B,67.1,74.6,4.3,3.03,753.9,Normal,No,Yes,Needs Attention,False
2024-04-05,Finishing,3-P-503-A,61.7,68.4,1.7,1.34,66.8,Low,No,No,Slight Noise,True
2024-04-05,Finishing,3-P-503-B,65.6,54.3,3.4,0.25,762.6,Normal,Yes,No,Slight Noise,True
2024-04-05,Finishing,3-P-504-A,46.9,51.9,5.6,4.41,352.2,Low,Yes,Yes,Normal,True
2024-04-05,Finishing,3-P-504-B,31.5,57.1,3.7,4.26,814.7,High,No,No,Normal,True
2024-04-05,Finishing,3-P-601-A,34.0,45.3,4.4,2.26,551.1,High,No,Yes,Normal,False
2024-04-05,Finishing,3-P-601-B,55.3,75.0,1.4,4.99,527.0,Low,No,No,Needs Attention,True
2024-04-06,Butene,2-P-2101-A,72.5,52.4,2.7,2.86,624.7,Low,No,No,Needs Attention,True
2024-04-06,Butene,2-P-2101-B,45.9,77.8,2.5,1.21,35.0,Low,Yes,Yes,Slight Noise,True
2024-04-06,Butene,2-P-2301-A,67.3,56.4,2.5,2.74,471.7,Low,No,No,Normal,False
2024-04-06,Butene,2-P-2301-B,65.9,64.1,2.4,0.65,620.3,Low,No,Yes,Needs Attention,False
2024-04-06,Butene,2-P-2302-A,69.0,72.4,0.7,4.9,940.6,Low,No,No,Slight Noise,False
2024-04-06,Butene,2-P-2302-B,77.7,39.7,5.4,2.82,879.3,Normal,Yes,Yes,Needs Attention,False
2024-04-06,Butene,2-P-2306-A,77.6,68.0,2.1,3.9,433.5,Normal,Yes,Yes,Slight Noise,True
2024-04-06,Butene,2-P-2306-B,70.6,40.7,3.4,1.28,657.1,Low,Yes,Yes,Normal,False
2024-04-08,Reaction,3-P-101,58.8,62.8,0.4,3.14,106.1,High,Yes,No,Normal,False
2024-04-08,Reaction,3-P-102-A,48.8,40.2,2.7,1.34,720.8,Low,No,Yes,Normal,True
2024-04-08,Reaction,3-P-102-B,31.2,75.6,5.7,4.11,606.1,Normal,Yes,Yes,Normal,True
2024-04-08,Reaction,3-P-103-A,57.5,45.7,4.7,4.65,869.6,Low,Yes,No,Slight Noise,True
2024-04-08,Reaction,3-P-103-B,41.8,68.9,2.3,3.24,636.5,Low,No,Yes,Needs Attention,False
2024-04-08,Reaction,3-P-201,38.3,57.0,1.3,2.44,219.8,Normal,No,Yes,Slight Noise,True
2024-04-08,Reaction,3-P-202,70.6,59.0,2.4,4.25,731.8,Normal,Yes,Yes,Slight Noise,False
2024-04-08,Reaction,3-P-203,77.2,58.8,1.7,1.52,322.5,High,Yes,No,Normal,True
2024-04-08,Reaction,3-P-204,60.7,64.6,2.9,0.52,684.0,Low,No,Yes,Normal,False
2024-04-08,Reaction,3-P-205,42.1,51.2,1.5,3.89,453.9,Low,Yes,Yes,Needs Attention,True
2024-04-08,Reaction,3-P-206,71.1,48.7,0.3,0.27,404.1,Normal,No,Yes,Normal,True
2024-04-08,Reaction,3-P-208,45.1,52.5,2.7,3.04,379.3,Normal,No,Yes,Needs Attention,False
2024-04-08,Reaction,3-P-209,79.1,55.1,4.8,2.47,495.6,High,Yes,No,Slight Noise,True
2024-04-08,Reaction,3-P-301-A,38.5,59.2,2.3,1.92,950.8,Normal,No,No,Normal,True
2024-04-08,Reaction,3-P-301-B,77.1,45.5,3.1,4.69,105.0,High,No,Yes,Needs Attention,True
2024-04-08,Reaction,3-P-301-C,70.6,56.1,5.9,0.48,977.4,High,Yes,Yes,Normal,True
2024-04-08,Reaction,3-K-101-A,71.3,47.3,0.3,4.32,44.5,High,No,No,Normal,False
2024-04-08,Reaction,3-K-101-B,69.1,30.8,5.4,0.78,286.8,Normal,No,Yes,Needs Attention,False
2024-04-08,Reaction,3-K-301-A,63.9,63.7,4.5,2.97,611.8,Normal,Yes,Yes,Slight Noise,False
2024-04-08,Reaction,3-K-301-B,38.3,58.7,0.4,2.01,660.5,High,No,No,Needs Attention,False
2024-04-10,Distillation,3-P-901-A,58.0,37.5,0.8,4.9,395.5,High,No,Yes,Normal,True
2024-04-10,Distillation,3-P-901-B,49.5,32.3,0.3,3.36,950.4,Low,Yes,No,Normal,False
2024-04-10,Distillation,3-P-902-A,61.3,65.8,3.9,4.45,391.4,High,Yes,Yes,Normal,True
2024-04-10,Distillation,3-P-902-B,56.9,40.5,5.1,3.64,100.2,Low,No,No,Normal,True
2024-04-10,Distillation,3-P-903-A,71.0,39.5,1.1,2.69,594.6,High,Yes,Yes,Normal,False
2024-04-10,Distillation,3-P-903-B,63.9,34.6,1.0,0.09,890.5,Normal,Yes,Yes,Slight Noise,False
2024-04-10,Distillation,3-P-903-C,71.3,76.1,2.3,4.22,633.4,Low,Yes,Yes,Normal,False
2024-04-10,Distillation,3-P-904-A,78.4,65.4,5.4,3.91,996.2,Low,No,Yes,Normal,False
2024-04-10,Distillation,3-P-904-B,35.4,53.7,1.5,3.63,134.0,Low,Yes,No,Needs Attention,False
2024-04-10,Distillation,3-P-905-A,53.1,36.0,2.5,1.4,750.2,Low,Yes,Yes,Needs Attention,True
2024-04-10,Distillation,3-P-905-B,63.3,60.1,2.8,0.91,958.1,High,Yes,Yes,Slight Noise,False
2024-04-10,Distillation,3-P-906-A,41.5,78.4,0.7,4.61,86.5,High,Yes,Yes,Slight Noise,False
2024-04-10,Distillation,3-P-906-B,77.4,36.3,0.0,1.14,774.2,High,Yes,Yes,Needs Attention,True
2024-04-10,Distillation,3-P-907-A,38.8,47.6,4.2,1.94,749.8,Normal,Yes,Yes,Slight Noise,False
2024-04-10,Distillation,3-P-907-B,53.4,38.0,2.9,1.24,539.4,Normal,No,No,Needs Attention,False
2024-04-12,Finishing,3-P-501-A,61.2,40.7,0.6,2.76,738.8,High,No,Yes,Needs Attention,True
2024-04-12,Finishing,3-P-501-B,57.5,49.2,1.4,4.88,961.1,High,No,No,Slight Noise,False
2024-04-12,Finishing,3-P-502-A,43.3,53.2,5.2,4.58,658.5,Normal,Yes,No,Slight Noise,False
2024-04-12,Finishing,3-P-502-B,60.1,55.2,1.6,1.1,451.7,Low,No,Yes,Normal,False
2024-04-12,Finishing,3-P-503-A,38.7,35.0,6.0,0.21,395.6,Normal,Yes,Yes,Slight Noise,False
2024-04-12,Finishing,3-P-503-B,35.3,52.0,0.8,4.2,990.3,Low,Yes,No,Normal,False
2024-04-12,Finishing,3-P-504-A,70.7,36.5,1.0,2.23,379.2,Normal,Yes,Yes,Normal,True
2024-04-12,Finishing,3-P-504-B,52.4,77.1,3.4,4.51,213.3,High,No,No,Needs Attention,True
2024-04-12,Finishing,3-P-601-A,50.0,37.5,1.1,0.5,796.6,Normal,Yes,Yes,Normal,False
2024-04-12,Finishing,3-P-601-B,63.2,41.4,0.0,4.08,991.4,High,Yes,No,Slight Noise,False
2024-04-13,Butene,2-P-2101-A,34.9,63.0,2.4,2.35,424.7,Normal,Yes,Yes,Slight Noise,True
2024-04-13,Butene,2-P-2101-B,60.6,44.8,1.3,0.26,629.7,Normal,Yes,Yes,Normal,True
2024-04-13,Butene,2-P-2301-A,53.8,39.7,4.5,1.14,996.4,Normal,No,No,Normal,True
2024-04-13,Butene,2-P-2301-B,30.1,44.4,0.5,1.69,737.0,Low,No,No,Needs Attention,False
2024-04-13,Butene,2-P-2302-A,39.0,67.5,1.5,4.67,236.2,Low,No,No,Slight Noise,True
2024-04-13,Butene,2-P-2302-B,70.1,48.1,0.7,4.2,568.7,Low,Yes,No,Slight Noise,True
2024-04-13,Butene,2-P-2306-A,56.7,73.0,3.5,1.65,372.0,Low,No,No,Normal,True
2024-04-13,Butene,2-P-2306-B,35.3,34.8,1.2,4.03,825.2,Normal,No,Yes,Slight Noise,False
2024-04-15,Reaction,3-P-101,35.8,34.7,1.8,0.09,405.4,High,No,Yes,Slight Noise,True
2024-04-15,Reaction,3-P-102-A,60.9,59.4,4.4,0.43,974.6,High,No,No,Normal,False
2024-04-15,Reaction,3-P-102-B,46.9,63.8,0.7,2.22,294.0,Low,Yes,No,Normal,True
2024-04-15,Reaction,3-P-103-A,67.1,42.2,2.0,2.61,721.1,Low,No,No,Slight Noise,True
2024-04-15,Reaction,3-P-103-B,55.2,72.1,0.6,4.43,815.8,Normal,No,Yes,Slight Noise,False
2024-04-15,Reaction,3-P-201,50.3,56.7,0.3,2.45,741.7,Low,No,Yes,Needs Attention,True
2024-04-15,Reaction,3-P-202,40.3,39.6,3.4,3.22,705.9,Low,Yes,No,Needs Attention,False
2024-04-15,Reaction,3-P-203,30.5,37.6,0.5,4.15,30.2,Normal,No,No,Normal,True
2024-04-15,Reaction,3-P-204,44.7,69.3,5.4,0.14,165.8,Low,Yes,Yes,Slight Noise,True
2024-04-15,Reaction,3-P-205,60.2,57.7,3.9,2.68,469.4,High,No,No,Slight Noise,True
2024-04-15,Reaction,3-P-206,62.1,69.2,3.6,1.84,543.1,Normal,No,No,Needs Attention,False
2024-04-15,Reaction,3-P-208,78.6,33.0,2.2,4.7,509.6,High,Yes,Yes,Slight Noise,True
2024-04-15,Reaction,3-P-209,72.2,79.0,1.0,0.23,423.9,Normal,No,Yes,Normal,False
2024-04-15,Reaction,3-P-301-A,56.0,45.5,1.7,3.88,555.3,High,No,Yes,Normal,False
2024-04-15,Reaction,3-P-301-B,51.3,39.3,1.5,3.19,398.5,Low,No,No,Normal,False
2024-04-15,Reaction,3-P-301-C,63.1,61.7,2.9,1.97,457.2,High,Yes,Yes,Needs Attention,False
2024-04-15,Reaction,3-K-101-A,62.7,61.0,4.9,3.74,928.1,Low,No,Yes,Needs Attention,True
2024-04-15,Reaction,3-K-101-B,75.4,35.1,5.9,0.32,763.9,Low,No,No,Normal,True
2024-04-15,Reaction,3-K-301-A,76.0,63.0,3.1,1.29,741.8,High,No,Yes,Slight Noise,True
2024-04-15,Reaction,3-K-301-B,70.8,30.5,3.7,2.81,519.0,High,Yes,No,Needs Attention,True
2024-04-17,Distillation,3-P-901-A,54.4,77.5,4.7,4.62,13.9,Low,No,No,Normal,True
2024-04-17,Distillation,3-P-901-B,62.0,68.0,5.3,2.9,433.6,Low,No,Yes,Slight Noise,False
2024-04-17,Distillation,3-P-902-A,42.2,72.1,4.6,2.01,860.9,Normal,Yes,No,Normal,True
2024-04-17,Distillation,3-P-902-B,78.0,56.3,5.7,1.5,964.9,Low,No,Yes,Slight Noise,False
2024-04-17,Distillation,3-P-903-A,58.1,52.0,5.0,2.74,734.0,Low,No,No,Slight Noise,True
2024-04-17,Distillation,3-P-903-B,51.0,67.2,2.8,1.82,227.1,Low,Yes,Yes,Normal,False
2024-04-17,Distillation,3-P-903-C,78.7,49.1,0.1,0.15,545.1,High,No,No,Normal,False
2024-04-17,Distillation,3-P-904-A,58.2,71.1,1.9,0.27,189.7,Normal,Yes,No,Slight Noise,False
2024-04-17,Distillation,3-P-904-B,65.9,54.6,5.8,2.81,504.8,High,No,No,Normal,True
2024-04-17,Distillation,3-P-905-A,73.6,42.1,4.7,2.95,808.4,Low,No,No,Needs Attention,False
2024-04-17,Distillation,3-P-905-B,59.9,60.3,1.1,1.9,728.9,High,Yes,Yes,Needs Attention,True
2024-04-17,Distillation,3-P-906-A,64.6,67.8,5.3,4.62,998.6,High,Yes,No,Normal,True
2024-04-17,Distillation,3-P-906-B,45.1,59.7,3.3,4.69,999.4,Normal,No,No,Needs Attention,True
2024-04-17,Distillation,3-P-907-A,35.5,53.8,4.6,2.33,159.1,Normal,No,No,Needs Attention,False
2024-04-17,Distillation,3-P-907-B,33.0,32.0,3.9,3.84,51.6,High,No,No,Normal,False
2024-04-19,Finishing,3-P-501-A,49.6,78.2,0.2,1.88,220.2,Normal,Yes,Yes,Normal,True
2024-04-19,Finishing,3-P-501-B,39.4,61.7,0.3,1.86,603.9,Normal,Yes,Yes,Normal,True
2024-04-19,Finishing,3-P-502-A,38.8,71.3,2.9,0.99,509.6,Normal,Yes,Yes,Slight Noise,True
2024-04-19,Finishing,3-P-502-B,52.4,43.9,1.5,0.3,391.4,Normal,Yes,No,Normal,False
2024-04-19,Finishing,3-P-503-A,39.7,67.7,1.6,1.54,957.7,Normal,Yes,No,Slight Noise,False
2024-04-19,Finishing,3-P-503-B,59.7,65.7,3.2,4.44,762.0,High,Yes,No,Slight Noise,False
2024-04-19,Finishing,3-P-504-A,69.4,75.2,5.3,3.83,76.4,High,No,No,Normal,True
2024-04-19,Finishing,3-P-504-B,60.4,38.1,4.6,1.37,298.9,Normal,No,No,Normal,True
2024-04-19,Finishing,3-P-601-A,78.0,75.8,0.4,3.67,613.0,High,No,Yes,Needs Attention,False
2024-04-19,Finishing,3-P-601-B,51.9,69.1,1.8,2.29,87.6,Normal,No,No,Needs Attention,False
2024-04-20,Butene,2-P-2101-A,31.8,78.5,1.0,1.74,408.7,High,Yes,No,Needs Attention,True
2024-04-20,Butene,2-P-2101-B,74.9,41.4,5.8,1.96,614.5,Low,Yes,Yes,Slight Noise,False
2024-04-20,Butene,2-P-2301-A,62.8,43.0,1.5,3.38,755.6,Low,No,Yes,Needs Attention,False
2024-04-20,Butene,2-P-2301-B,68.6,34.3,5.3,3.99,568.7,High,No,Yes,Slight Noise,False
2024-04-20,Butene,2-P-2302-A,48.4,38.2,4.6,2.25,324.5,Normal,Yes,Yes,Normal,False
