Date,Area,Equipment,Is Running,High Priority,Driving End Temp,Driven End Temp,RMS Velocity (mm/s),Oil Level,Abnormal Sound,Leakage,Observation,Has Gearbox,Gearbox Temp,Gearbox Oil Level,Gearbox Leakage,Gearbox Abnormal Sound
2024-03-13,Distillation,3-P-903-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-13,Distillation,3-P-903-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-13,Distillation,3-P-903-C,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-13,Distillation,3-P-904-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-13,Distillation,3-P-904-B,True,False,32.3,59.8,3.2,Normal,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-13,Distillation,3-P-905-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-13,Distillation,3-P-905-B,True,False,59.0,51.5,2.2,Low,Yes,No,"Routine check, no issues",True,61.6,High,Yes,Yes
2024-03-13,Distillation,3-P-906-A,True,False,34.1,71.8,0.6,High,No,No,"Routine check, no issues",False,0.0,,,
2024-03-13,Distillation,3-P-906-B,True,False,63.9,72.2,2.9,High,Yes,No,"Routine check, no issues",False,0.0,,,
2024-03-13,Distillation,3-P-907-A,True,True,51.3,59.5,1.7,Normal,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-13,Distillation,3-P-907-B,True,False,41.0,79.7,5.5,High,No,Yes,"Routine check, no issues",True,59.9,Low,No,No
2024-03-15,Finishing,3-P-501-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-15,Finishing,3-P-501-B,True,True,54.9,79.3,2.8,High,Yes,No,"Routine check, no issues",True,49.6,High,Yes,Yes
2024-03-15,Finishing,3-P-502-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-15,Finishing,3-P-502-B,True,True,58.2,33.0,1.7,High,Yes,No,"Routine check, no issues",False,0.0,,,
2024-03-15,Finishing,3-P-503-A,True,False,41.4,77.9,5.8,Normal,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-15,Finishing,3-P-503-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-15,Finishing,3-P-504-A,True,False,60.7,30.7,4.0,Low,No,No,"Routine check, no issues",True,71.9,Normal,No,Yes
2024-03-15,Finishing,3-P-504-B,True,False,54.2,30.3,0.0,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-03-15,Finishing,3-P-601-A,True,True,60.2,59.7,4.0,Normal,No,Yes,"Routine check, no issues",True,53.1,Low,No,No
2024-03-15,Finishing,3-P-601-B,True,True,58.3,66.6,5.0,Low,Yes,No,"Routine check, no issues",True,39.3,High,Yes,Yes
2024-03-15,Finishing,3-P-601-C,True,False,54.5,34.0,1.0,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-15,Finishing,3-P-601-D,True,False,69.9,76.2,3.5,Normal,No,No,"Routine check, no issues",False,0.0,,,
2024-03-16,Butene,2-P-2101-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-16,Butene,2-P-2101-B,True,True,68.0,40.8,3.7,High,Yes,No,"Routine check, no issues",True,56.9,High,No,No
2024-03-16,Butene,2-P-2301-A,True,True,48.6,57.6,0.4,High,No,No,"Routine check, no issues",False,0.0,,,
2024-03-16,Butene,2-P-2301-B,True,False,36.0,34.5,2.0,High,No,No,"Routine check, no issues",False,0.0,,,
2024-03-16,Butene,2-P-2302-A,True,True,59.4,45.0,3.7,Normal,No,No,"Routine check, no issues",True,42.8,Low,No,Yes
2024-03-16,Butene,2-P-2302-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-16,Butene,2-P-2306-A,True,False,57.3,60.7,3.6,Normal,No,No,"Routine check, no issues",True,67.6,Low,No,No
2024-03-16,Butene,2-P-2306-B,True,False,35.6,61.9,2.6,High,No,No,"Routine check, no issues",False,0.0,,,
2024-03-18,Reaction,3-P-101,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-18,Reaction,3-P-102-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-18,Reaction,3-P-102-B,True,False,47.1,44.6,5.6,Low,Yes,Yes,"Routine check, no issues",True,35.5,High,No,No
2024-03-18,Reaction,3-P-103-A,True,True,55.5,70.8,0.7,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-18,Reaction,3-P-103-B,True,False,65.9,34.2,1.9,Normal,No,No,"Routine check, no issues",False,0.0,,,
2024-03-18,Reaction,3-P-201,True,True,42.6,70.7,0.5,Low,No,No,"Routine check, no issues",True,33.7,High,No,No
2024-03-18,Reaction,3-P-202,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-18,Reaction,3-P-203,True,True,63.1,56.6,2.5,Normal,No,Yes,"Routine check, no issues",False,0.0,,,
2024-03-18,Reaction,3-P-204,True,False,35.6,72.3,4.8,Normal,Yes,No,"Routine check, no issues",True,43.8,Low,No,No
2024-03-18,Reaction,3-P-205,True,True,55.5,45.7,5.4,Normal,Yes,No,"Routine check, no issues",False,0.0,,,
2024-03-18,Reaction,3-P-206,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-18,Reaction,3-P-208,True,True,31.4,57.9,2.8,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-18,Reaction,3-P-209,True,True,41.2,51.3,0.6,Normal,No,No,"Routine check, no issues",True,30.3,Low,No,Yes
2024-03-18,Reaction,3-P-301-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-18,Reaction,3-P-301-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-18,Reaction,3-P-301-C,True,True,67.7,43.4,4.8,Low,No,Yes,"Routine check, no issues",True,55.3,High,No,Yes
2024-03-18,Reaction,3-K-101-A,True,True,62.2,42.9,3.7,High,Yes,No,"Routine check, no issues",True,66.5,Normal,Yes,No
2024-03-18,Reaction,3-K-101-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-20,Distillation,3-P-901-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-20,Distillation,3-P-901-B,True,True,63.4,74.2,6.0,High,No,No,"Routine check, no issues",False,0.0,,,
2024-03-20,Distillation,3-P-902-A,True,False,45.6,38.7,0.7,High,Yes,Yes,"Routine check, no issues",True,69.5,High,No,Yes
2024-03-20,Distillation,3-P-902-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-20,Distillation,3-P-903-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-20,Distillation,3-P-903-B,True,True,48.9,43.1,3.2,Normal,No,No,"Routine check, no issues",False,0.0,,,
2024-03-20,Distillation,3-P-903-C,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-20,Distillation,3-P-904-A,True,True,47.2,59.1,0.5,Normal,Yes,No,"Routine check, no issues",True,41.0,High,Yes,No
2024-03-20,Distillation,3-P-904-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-20,Distillation,3-P-905-A,True,False,60.5,73.7,0.9,High,No,No,"Routine check, no issues",True,74.5,High,No,No
2024-03-20,Distillation,3-P-905-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-20,Distillation,3-P-906-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-20,Distillation,3-P-906-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-20,Distillation,3-P-907-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-20,Distillation,3-P-907-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-22,Finishing,3-P-501-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-22,Finishing,3-P-501-B,True,True,67.2,77.7,0.8,High,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-22,Finishing,3-P-502-A,True,False,44.3,42.3,5.9,Low,No,Yes,"Routine check, no issues",True,49.6,High,Yes,Yes
2024-03-22,Finishing,3-P-502-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-22,Finishing,3-P-503-A,True,True,54.4,35.4,5.9,Low,No,Yes,"Routine check, no issues",True,52.8,High,No,Yes
2024-03-22,Finishing,3-P-503-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-22,Finishing,3-P-504-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-22,Finishing,3-P-504-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-22,Finishing,3-P-601-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-22,Finishing,3-P-601-B,True,False,45.2,63.8,4.6,Normal,No,Yes,"Routine check, no issues",True,52.1,Normal,Yes,Yes
2024-03-22,Finishing,3-P-601-C,True,False,68.0,51.7,3.4,High,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-22,Finishing,3-P-601-D,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-23,Butene,2-P-2101-A,True,False,64.4,55.2,2.5,High,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-23,Butene,2-P-2101-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-23,Butene,2-P-2301-A,True,True,33.8,42.0,1.3,Normal,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-23,Butene,2-P-2301-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-23,Butene,2-P-2302-A,True,False,45.5,32.6,5.1,High,Yes,Yes,"Routine check, no issues",True,34.8,Low,No,Yes
2024-03-23,Butene,2-P-2302-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-23,Butene,2-P-2306-A,True,True,62.8,52.8,1.4,Normal,No,No,"Routine check, no issues",False,0.0,,,
2024-03-23,Butene,2-P-2306-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-25,Reaction,3-P-101,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-25,Reaction,3-P-102-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-25,Reaction,3-P-102-B,True,False,54.7,46.0,4.4,Low,No,Yes,"Routine check, no issues",True,52.7,Normal,Yes,Yes
2024-03-25,Reaction,3-P-103-A,True,True,58.0,50.1,2.6,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-03-25,Reaction,3-P-103-B,True,True,64.2,52.8,3.9,High,No,Yes,"Routine check, no issues",True,54.1,Normal,Yes,Yes
2024-03-25,Reaction,3-P-201,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-25,Reaction,3-P-202,True,False,45.9,61.6,0.7,Normal,Yes,No,"Routine check, no issues",False,0.0,,,
2024-03-25,Reaction,3-P-203,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-25,Reaction,3-P-204,True,True,39.2,34.7,4.4,Normal,Yes,No,"Routine check, no issues",True,44.9,Normal,Yes,No
2024-03-25,Reaction,3-P-205,True,False,57.0,48.2,3.1,Low,No,Yes,"Routine check, no issues",True,76.6,Normal,Yes,No
2024-03-25,Reaction,3-P-206,True,True,50.7,37.5,5.8,Normal,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-25,Reaction,3-P-208,True,True,50.8,39.6,1.2,Normal,Yes,Yes,"Routine check, no issues",True,70.9,Normal,Yes,No
2024-03-25,Reaction,3-P-209,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-25,Reaction,3-P-301-A,True,False,41.2,42.5,5.6,Low,Yes,No,"Routine check, no issues",False,0.0,,,
2024-03-25,Reaction,3-P-301-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-25,Reaction,3-P-301-C,True,False,47.2,79.9,3.1,High,No,No,"Routine check, no issues",False,0.0,,,
2024-03-25,Reaction,3-K-101-A,True,True,68.8,65.5,5.9,High,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-25,Reaction,3-K-101-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-27,Distillation,3-P-901-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-27,Distillation,3-P-901-B,True,True,40.3,58.5,2.9,Normal,No,Yes,"Routine check, no issues",True,40.6,Low,No,No
2024-03-27,Distillation,3-P-902-A,True,False,39.6,34.1,1.9,Low,Yes,No,"Routine check, no issues",True,47.5,Low,No,No
2024-03-27,Distillation,3-P-902-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-27,Distillation,3-P-903-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-27,Distillation,3-P-903-B,True,True,68.9,39.6,5.2,Low,Yes,Yes,"Routine check, no issues",True,43.0,High,Yes,Yes
2024-03-27,Distillation,3-P-903-C,True,False,61.5,31.7,1.5,Low,No,Yes,"Routine check, no issues",True,69.9,Low,Yes,No
2024-03-27,Distillation,3-P-904-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-27,Distillation,3-P-904-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-27,Distillation,3-P-905-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-27,Distillation,3-P-905-B,True,True,33.8,56.2,1.1,Normal,Yes,No,"Routine check, no issues",True,31.5,Normal,Yes,No
2024-03-27,Distillation,3-P-906-A,True,False,55.3,64.6,0.2,Normal,Yes,No,"Routine check, no issues",False,0.0,,,
2024-03-27,Distillation,3-P-906-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-27,Distillation,3-P-907-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-27,Distillation,3-P-907-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-29,Finishing,3-P-501-A,True,False,64.8,64.3,5.6,Normal,Yes,No,"Routine check, no issues",False,0.0,,,
2024-03-29,Finishing,3-P-501-B,True,True,68.9,35.6,0.8,Low,No,Yes,"Routine check, no issues",True,57.0,Normal,No,Yes
2024-03-29,Finishing,3-P-502-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-29,Finishing,3-P-502-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-29,Finishing,3-P-503-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-29,Finishing,3-P-503-B,True,True,65.0,67.0,1.5,High,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-29,Finishing,3-P-504-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-29,Finishing,3-P-504-B,True,False,62.4,43.9,2.6,Normal,No,Yes,"Routine check, no issues",False,0.0,,,
2024-03-29,Finishing,3-P-601-A,True,False,35.9,34.7,0.7,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-03-29,Finishing,3-P-601-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-29,Finishing,3-P-601-C,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-29,Finishing,3-P-601-D,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-30,Butene,2-P-2101-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-30,Butene,2-P-2101-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-30,Butene,2-P-2301-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-30,Butene,2-P-2301-B,True,False,44.9,64.2,5.3,Low,No,Yes,"Routine check, no issues",True,79.9,High,No,No
2024-03-30,Butene,2-P-2302-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-30,Butene,2-P-2302-B,True,True,53.3,49.9,3.7,Low,No,No,"Routine check, no issues",True,75.0,High,No,Yes
2024-03-30,Butene,2-P-2306-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-03-30,Butene,2-P-2306-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-01,Reaction,3-P-101,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-01,Reaction,3-P-102-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-01,Reaction,3-P-102-B,True,True,40.6,34.6,3.8,High,No,Yes,"Routine check, no issues",True,50.3,Low,No,No
2024-04-01,Reaction,3-P-103-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-01,Reaction,3-P-103-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-01,Reaction,3-P-201,True,False,30.3,31.8,5.4,Low,Yes,No,"Routine check, no issues",False,0.0,,,
2024-04-01,Reaction,3-P-202,True,False,44.7,43.3,2.6,Normal,Yes,No,"Routine check, no issues",False,0.0,,,
2024-04-01,Reaction,3-P-203,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-01,Reaction,3-P-204,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-01,Reaction,3-P-205,True,True,49.0,76.1,1.5,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-04-01,Reaction,3-P-206,True,True,33.2,71.5,2.8,Low,Yes,Yes,"Routine check, no issues",True,74.6,Normal,Yes,Yes
2024-04-01,Reaction,3-P-208,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-01,Reaction,3-P-209,True,False,52.3,49.8,1.9,Low,Yes,Yes,"Routine check, no issues",True,75.6,High,No,Yes
2024-04-01,Reaction,3-P-301-A,True,True,43.9,70.6,6.0,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-04-01,Reaction,3-P-301-B,True,True,35.1,60.7,3.1,High,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-04-01,Reaction,3-P-301-C,True,False,35.3,70.7,4.6,Low,No,No,"Routine check, no issues",False,0.0,,,
2024-04-01,Reaction,3-K-101-A,True,True,69.6,38.1,2.4,High,Yes,No,"Routine check, no issues",False,0.0,,,
2024-04-01,Reaction,3-K-101-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-03,Distillation,3-P-901-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-03,Distillation,3-P-901-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-03,Distillation,3-P-902-A,True,True,36.1,76.0,0.4,Normal,No,Yes,"Routine check, no issues",False,0.0,,,
2024-04-03,Distillation,3-P-902-B,True,True,43.4,78.0,2.8,High,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-04-03,Distillation,3-P-903-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-03,Distillation,3-P-903-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-03,Distillation,3-P-903-C,True,True,40.6,56.3,4.9,High,Yes,No,"Routine check, no issues",True,55.1,Normal,No,Yes
2024-04-03,Distillation,3-P-904-A,True,False,58.6,65.3,3.9,High,No,Yes,"Routine check, no issues",True,34.2,Normal,No,Yes
2024-04-03,Distillation,3-P-904-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-03,Distillation,3-P-905-A,True,True,68.9,71.4,1.1,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-04-03,Distillation,3-P-905-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-03,Distillation,3-P-906-A,True,False,52.7,32.2,5.2,Low,Yes,Yes,"Routine check, no issues",True,45.9,Low,No,No
2024-04-03,Distillation,3-P-906-B,True,False,54.7,78.7,4.9,High,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-04-03,Distillation,3-P-907-A,True,False,31.1,42.6,1.7,Normal,No,No,"Routine check, no issues",False,0.0,,,
2024-04-03,Distillation,3-P-907-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-05,Finishing,3-P-501-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-05,Finishing,3-P-501-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-05,Finishing,3-P-502-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-05,Finishing,3-P-502-B,True,False,50.7,67.2,2.7,High,No,No,"Routine check, no issues",False,0.0,,,
2024-04-05,Finishing,3-P-503-A,True,False,50.5,57.5,5.4,Low,Yes,Yes,"Routine check, no issues",True,51.0,Normal,No,No
2024-04-05,Finishing,3-P-503-B,True,False,42.1,56.0,4.5,Low,No,Yes,"Routine check, no issues",True,33.1,Low,Yes,Yes
2024-04-05,Finishing,3-P-504-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-05,Finishing,3-P-504-B,True,True,59.1,50.9,1.3,Low,No,No,"Routine check, no issues",False,0.0,,,
2024-04-05,Finishing,3-P-601-A,True,False,46.8,72.9,3.1,Normal,No,Yes,"Routine check, no issues",True,34.7,Low,Yes,Yes
2024-04-05,Finishing,3-P-601-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-05,Finishing,3-P-601-C,True,True,52.7,45.5,1.6,Low,No,Yes,"Routine check, no issues",True,76.7,Normal,Yes,Yes
2024-04-05,Finishing,3-P-601-D,True,False,67.0,45.0,3.6,High,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-04-06,Butene,2-P-2101-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-06,Butene,2-P-2101-B,True,True,69.5,79.4,5.5,Low,No,No,"Routine check, no issues",False,0.0,,,
2024-04-06,Butene,2-P-2301-A,True,False,31.4,70.4,2.0,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-04-06,Butene,2-P-2301-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-06,Butene,2-P-2302-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-06,Butene,2-P-2302-B,True,False,57.3,45.3,4.7,Low,Yes,No,"Routine check, no issues",False,0.0,,,
2024-04-06,Butene,2-P-2306-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-06,Butene,2-P-2306-B,True,False,46.3,63.9,0.3,Low,No,Yes,"Routine check, no issues",False,0.0,,,
2024-04-08,Reaction,3-P-101,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-08,Reaction,3-P-102-A,True,False,30.1,67.8,4.6,High,Yes,Yes,"Routine check, no issues",True,30.6,Low,Yes,No
2024-04-08,Reaction,3-P-102-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-08,Reaction,3-P-103-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-08,Reaction,3-P-103-B,True,True,54.2,45.9,3.8,Low,No,Yes,"Routine check, no issues",False,0.0,,,
2024-04-08,Reaction,3-P-201,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-08,Reaction,3-P-202,True,True,42.3,30.1,3.5,Low,Yes,Yes,"Routine check, no issues",True,72.8,Low,Yes,Yes
2024-04-08,Reaction,3-P-203,True,True,48.3,67.1,0.7,Normal,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-04-08,Reaction,3-P-204,True,True,55.3,62.8,3.6,Low,Yes,No,"Routine check, no issues",False,0.0,,,
2024-04-08,Reaction,3-P-205,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-08,Reaction,3-P-206,True,True,52.2,45.6,4.2,Low,Yes,No,"Routine check, no issues",True,67.2,Low,Yes,No
2024-04-08,Reaction,3-P-208,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-04-08,Reaction,3-P-209,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
